accountType,accountId,enabledInPeopleSoft,enabledInEntraMicrosoft,unusedEntraMicrosoft6Months,unusedEntraMicrosoft12Months,neverUsedEntraMicrosoft,neverUsedPeopleSoft
campus,5893,true,true,true,false,false,false
campus,5894,true,true,false,false,true,true
alumni,5895,false,true,true,true,false,false
alumni,5896,false,true,true,true,false,false
campus,5897,true,true,true,false,false,false
alumni,5898,false,true,true,true,false,true
alumni,5899,false,true,false,false,false,true
alumni,5900,false,true,true,true,false,true
campus,5901,true,true,false,false,false,false
campus,5902,true,true,true,true,false,false
campus,5903,true,true,false,false,true,false
alumni,5904,false,true,false,false,false,false
campus,5905,true,true,false,false,false,false
alumni,5906,false,true,true,true,false,false
campus,5907,true,true,false,false,false,false
alumni,5908,false,true,true,true,false,false
alumni,5909,false,true,true,true,false,true
alumni,5910,false,true,false,false,false,false
campus,5911,true,true,false,false,false,false
campus,5912,true,true,true,true,false,false
campus,5913,true,true,false,false,false,false
alumni,5914,false,true,true,true,false,true
alumni,5915,false,true,true,false,false,true
alumni,5916,false,true,false,false,false,true
campus,5917,true,true,false,false,false,false
campus,5918,true,true,false,false,false,false
campus,5919,true,true,true,false,false,false
campus,5920,false,false,false,false,false,true
alumni,5921,false,true,false,false,false,false
alumni,5922,false,true,true,true,false,false
campus,5923,true,true,false,false,false,false
campus,5924,false,false,true,false,false,false
campus,5925,false,false,false,false,false,false
campus,5926,true,true,false,false,false,false
alumni,5927,false,true,true,true,false,true
alumni,5928,false,true,true,true,false,true
campus,5929,true,true,false,false,false,false
alumni,5930,false,true,true,true,false,false
alumni,5931,false,true,false,false,true,true
alumni,5932,false,true,true,true,false,true
campus,5933,true,true,false,false,false,false
campus,5934,false,true,false,false,true,true
campus,5935,false,false,false,false,true,false
campus,5936,false,false,false,false,true,false
campus,5937,false,false,false,false,true,false
campus,5938,true,true,false,false,false,false
campus,5939,false,false,false,false,true,true
campus,5940,true,true,false,false,false,false
campus,5941,false,false,false,false,false,true
campus,5942,true,true,false,false,false,false
campus,5943,false,true,false,false,false,true
campus,5944,false,false,true,false,false,false
campus,5945,false,false,false,false,true,false
campus,5946,false,true,false,false,false,false
campus,5947,true,true,false,false,false,false
campus,5948,false,false,false,false,true,true
campus,5949,true,true,false,false,false,false
alumni,5950,false,true,false,false,false,false
campus,5951,false,false,false,false,true,false
alumni,5952,false,true,false,false,false,true
campus,5953,true,true,false,false,false,false
alumni,5954,false,true,true,false,false,true
campus,5955,false,true,false,false,true,true
campus,5956,true,true,false,false,false,false
campus,5957,true,true,true,false,false,false
campus,5958,true,true,false,false,false,false
campus,5959,true,true,false,false,false,false
campus,5960,false,false,false,false,false,false
alumni,5961,false,true,true,false,false,false
campus,5962,false,true,false,false,false,false
campus,5963,true,true,false,false,false,false
campus,5964,false,false,false,false,false,false
alumni,5965,false,true,false,false,false,true
campus,5966,false,false,false,false,true,true
campus,5967,true,true,false,false,false,false
campus,5968,false,false,false,false,true,true
campus,5969,false,false,false,false,true,true
campus,5970,false,false,false,false,true,true
campus,5971,false,true,false,false,false,false
campus,5972,false,true,false,false,false,true
alumni,5973,false,true,true,true,false,true
campus,5974,false,false,false,false,true,true
alumni,5975,false,true,false,false,false,false
campus,5976,true,true,false,false,false,false
alumni,5977,false,true,true,true,false,true
campus,5978,false,true,true,true,false,false
alumni,5979,false,true,false,false,false,true
campus,5980,true,true,false,false,false,false
campus,5981,false,false,false,false,true,true
alumni,5982,false,true,false,false,false,false
alumni,5983,false,true,false,false,false,false
campus,5984,false,false,true,true,false,false
alumni,5985,false,true,false,false,false,false
campus,5986,true,true,false,false,false,false
campus,5987,true,true,false,false,false,false
campus,5988,true,true,false,false,false,false
campus,5989,true,true,false,false,false,false
campus,5990,true,true,false,false,false,false
campus,5991,true,true,false,false,false,false
alumni,5992,false,true,false,false,false,true
campus,5993,true,true,false,false,false,false
campus,5994,false,false,false,false,false,false
alumni,5995,false,true,false,false,false,true
alumni,5996,false,true,true,false,false,true
campus,5997,true,true,true,true,false,false
alumni,5998,false,true,true,true,false,false
campus,5999,true,true,false,false,false,false
campus,6000,true,true,false,false,false,false
campus,6001,true,true,true,false,false,false
campus,6002,true,false,true,false,false,false
campus,6003,true,true,false,false,false,false
alumni,6004,false,true,true,true,false,false
campus,6005,true,true,false,false,false,false
campus,6006,false,false,false,false,true,false
alumni,6007,false,true,true,false,false,false
alumni,6008,false,true,false,false,false,false
campus,6009,true,true,true,false,false,false
campus,6010,false,false,false,false,true,false
campus,6011,true,true,false,false,false,false
alumni,6012,false,true,true,true,false,true
campus,6013,true,true,false,false,false,false
campus,6014,true,true,false,false,false,false
campus,6015,true,true,true,true,false,false
campus,6016,true,true,false,false,false,false
alumni,6017,false,true,false,false,true,true
campus,6018,true,true,false,false,false,false
campus,6019,false,false,false,false,true,false
alumni,6020,false,true,true,true,false,false
campus,6021,true,true,false,false,false,false
alumni,6022,false,true,true,true,false,false
campus,6023,true,true,false,false,false,false
alumni,6024,false,true,false,false,false,false
alumni,6025,false,true,true,true,false,false
campus,6026,true,true,false,false,false,false
campus,6027,true,true,true,true,false,false
campus,6028,true,true,false,false,false,false
alumni,6029,false,true,true,true,false,false
alumni,6030,false,true,true,true,false,true
campus,6031,true,true,false,false,false,false
alumni,6032,false,true,true,true,false,false
alumni,6033,false,true,true,true,false,true
campus,6034,true,true,false,false,false,false
alumni,6035,false,true,true,true,false,true
campus,6036,false,false,false,false,true,true
campus,6037,true,true,false,false,false,false
campus,6038,true,true,true,false,false,false
campus,6039,true,true,false,false,false,false
campus,6040,false,true,false,false,false,false
campus,6041,false,false,false,false,true,true
campus,6042,false,false,false,false,true,false
campus,6043,true,true,false,false,false,false
campus,6044,false,true,false,false,true,true
campus,6045,false,false,false,false,true,true
campus,6046,true,true,false,false,false,false
campus,6047,false,false,false,false,false,false
campus,6048,true,true,false,false,false,false
campus,6049,true,true,false,false,false,false
campus,6050,false,true,false,false,false,true
campus,6051,true,true,false,false,false,false
campus,6052,true,true,false,false,false,false
alumni,6053,false,true,true,false,false,false
campus,6054,false,false,false,false,true,false
campus,6055,true,true,false,false,false,false
alumni,6056,false,true,false,false,false,false
campus,6057,true,true,false,false,false,false
campus,6058,true,true,true,true,false,false
campus,6059,false,false,false,false,true,false
campus,6060,true,true,false,false,false,false
campus,6061,false,false,false,false,true,false
alumni,6062,false,true,true,true,false,false
alumni,6063,false,true,false,false,false,false
campus,6064,true,true,true,true,false,false
campus,6065,true,true,false,false,false,false
campus,6066,true,true,false,false,false,false
campus,6067,true,true,false,false,false,false
campus,6068,true,true,false,false,false,false
campus,6069,true,true,false,false,false,false
campus,6070,true,true,false,false,false,false
alumni,6071,false,true,true,true,false,true
campus,6072,true,true,false,false,false,false
campus,6073,false,false,true,false,false,false
campus,6074,false,false,false,false,true,true
campus,6075,false,true,false,false,false,true
campus,6076,true,true,false,false,false,false
campus,6077,true,false,false,false,false,false
campus,6078,false,true,false,false,false,false
campus,6079,true,true,false,false,false,false
campus,6080,false,false,false,false,true,false
campus,6081,false,true,false,false,false,true
campus,6082,true,true,false,false,false,false
campus,6083,false,false,false,false,true,false
campus,6084,false,false,false,false,true,false
campus,6085,false,false,false,false,true,false
campus,6086,true,true,false,false,false,false
campus,6087,true,true,false,false,false,false
campus,6088,false,false,false,false,true,false
campus,6089,true,true,false,false,false,false
campus,6090,true,true,false,false,false,false
campus,6091,true,true,false,false,false,false
campus,6092,false,false,false,false,true,false
campus,6093,true,true,false,false,false,false
alumni,6094,false,true,true,true,false,false
campus,6095,true,true,false,false,false,false
campus,6096,true,true,false,false,false,false
campus,6097,true,true,false,false,false,false
campus,6098,false,false,false,false,true,false
alumni,6099,false,true,true,true,false,false
alumni,6100,false,true,true,true,false,false
alumni,6101,false,true,true,true,false,true
alumni,6102,false,true,true,false,false,false
campus,6103,false,false,false,false,true,true
campus,6104,true,true,false,false,false,false
alumni,6105,false,true,false,false,false,false
campus,6106,false,false,false,false,true,true
campus,6107,true,true,false,false,false,false
alumni,6108,false,true,false,false,false,true
campus,6109,true,true,false,false,false,false
alumni,6110,false,true,true,true,false,true
alumni,6111,false,true,true,true,false,true
campus,6112,false,true,false,false,false,false
alumni,6113,false,true,true,true,false,true
campus,6114,true,true,false,false,false,false
alumni,6115,false,true,true,true,false,false
campus,6116,true,true,false,false,true,true
alumni,6117,false,true,true,true,false,true
campus,6118,true,true,false,false,false,false
alumni,6119,false,true,true,false,false,true
alumni,6120,false,true,false,false,false,false
campus,6121,true,true,false,false,false,false
alumni,6122,false,true,true,true,false,false
campus,6123,true,true,false,false,false,false
campus,6124,true,true,false,false,false,false
alumni,6125,false,true,true,true,false,false
campus,6126,true,true,false,false,false,false
alumni,6127,false,true,false,false,true,true
alumni,6128,false,true,true,true,false,true
campus,6129,true,true,false,false,false,false
campus,6130,true,true,false,false,false,false
alumni,6131,false,true,false,false,false,true
campus,6132,false,true,true,true,false,false
campus,6133,true,true,false,false,false,false
campus,6134,true,true,true,true,false,false
alumni,6135,false,true,false,false,false,true
alumni,6136,false,true,true,true,false,true
alumni,6137,false,true,false,false,false,true
campus,6138,false,false,false,false,true,false
alumni,6139,false,true,false,false,false,false
alumni,6140,false,true,true,true,false,true
campus,6141,true,true,false,false,false,false
alumni,6142,false,true,true,true,false,false
alumni,6143,false,true,true,true,false,true
campus,6144,false,false,false,false,true,false
campus,6145,true,true,false,false,false,false
campus,6146,true,true,false,false,false,false
campus,6147,true,true,false,false,false,false
campus,6148,true,true,false,false,false,false
alumni,6149,false,true,true,false,false,false
alumni,6150,false,true,false,false,false,false
alumni,6151,false,true,true,true,false,false
campus,6152,true,true,false,false,false,false
campus,6153,true,true,false,false,false,false
campus,6154,true,true,false,false,false,false
campus,6155,true,true,false,false,false,false
campus,6156,true,true,true,true,false,false
campus,6157,true,true,true,true,false,false
alumni,6158,false,true,true,false,false,false
campus,6159,true,true,false,false,false,false
campus,6160,true,true,false,false,false,false
alumni,6161,false,true,true,false,false,true
alumni,6162,false,true,true,true,false,true
campus,6163,true,true,false,false,false,false
alumni,6164,false,true,true,true,false,true
alumni,6165,false,true,true,true,false,true
alumni,6166,false,true,true,false,false,false
campus,6167,true,false,false,false,true,false
alumni,6168,false,true,true,true,false,false
campus,6169,true,true,true,false,false,false
alumni,6170,false,true,false,false,false,true
alumni,6171,false,true,false,false,false,false
alumni,6172,false,true,true,true,false,true
alumni,6173,false,true,true,true,false,true
campus,6174,true,true,false,false,false,false
alumni,6175,false,true,false,false,false,true
alumni,6176,false,true,true,false,false,true
campus,6177,true,false,false,false,true,false
campus,6178,true,true,false,false,false,false
alumni,6179,false,true,false,false,false,false
alumni,6180,false,true,false,false,false,false
campus,6181,true,true,true,true,false,false
alumni,6182,false,true,false,false,false,true
alumni,6183,false,true,false,false,false,true
alumni,6184,false,true,false,false,false,false
alumni,6185,false,true,false,false,false,true
alumni,6186,false,true,false,false,false,true
campus,6187,true,true,false,false,false,false
campus,6188,true,true,true,true,false,false
campus,6189,true,true,false,false,false,false
campus,6190,false,false,false,false,true,false
campus,6191,false,true,false,false,true,true
alumni,6192,false,true,true,true,false,true
alumni,6193,false,true,true,true,false,false
alumni,6194,false,true,true,true,false,false
campus,6195,true,true,true,true,false,false
campus,6196,true,true,false,false,false,false
campus,6197,true,true,false,false,false,false
alumni,6198,false,true,true,false,false,true
campus,6199,true,true,false,false,false,false
campus,6200,true,true,false,false,false,false
campus,6201,false,false,false,false,true,false
alumni,6202,false,true,true,true,false,true
campus,6203,true,true,false,false,false,false
campus,6204,true,true,false,false,false,false
alumni,6205,false,true,true,false,false,false
alumni,6206,false,true,false,false,false,false
campus,6207,true,true,true,true,false,false
campus,6208,false,false,false,false,true,false
campus,6209,true,true,false,false,false,false
alumni,6210,false,true,false,false,true,true
alumni,6211,false,true,true,false,false,false
alumni,6212,false,true,true,true,false,false
campus,6213,true,true,false,false,false,false
campus,6214,false,true,true,true,false,false
alumni,6215,false,true,true,true,false,false
campus,6216,true,true,false,false,false,false
alumni,6217,false,true,true,false,false,false
campus,6218,true,true,true,true,false,false
campus,6219,true,true,false,false,false,false
campus,6220,true,true,false,false,false,false
campus,6221,true,true,false,false,false,false
campus,6222,false,false,false,false,true,true
campus,6223,true,true,false,false,false,false
alumni,6224,false,true,true,false,false,false
campus,6225,false,true,true,true,false,false
campus,6226,true,true,false,false,false,false
campus,6227,false,false,false,false,true,true
alumni,6228,false,true,true,true,false,true
campus,6229,true,true,false,false,false,false
alumni,6230,false,true,true,true,false,true
alumni,6231,false,true,false,false,false,false
alumni,6232,false,true,false,false,false,false
campus,6233,true,true,false,false,false,false
alumni,6234,false,true,false,false,false,false
campus,6235,true,true,false,false,false,false
alumni,6236,false,true,true,false,false,false
campus,6237,true,true,false,false,false,false
campus,6238,true,true,false,false,false,false
campus,6239,false,false,false,false,true,false
campus,6240,true,false,false,false,true,false
campus,6241,true,true,false,false,false,false
campus,6242,false,true,false,false,false,true
campus,6243,false,false,false,false,true,false
campus,6244,true,true,false,false,false,false
campus,6245,false,false,false,false,true,false
campus,6246,false,false,false,false,true,true
campus,6247,true,true,false,false,false,true
campus,6248,true,true,false,false,false,false
campus,6249,true,true,false,false,false,false
campus,6250,true,true,false,false,false,false
campus,6251,false,false,false,false,true,true
campus,6252,true,true,false,false,false,false
campus,6253,false,true,false,false,false,false
campus,6254,false,false,false,false,true,false
campus,6255,false,false,false,false,true,true
campus,6256,true,true,false,false,false,false
campus,6257,false,false,false,false,true,false
campus,6258,true,true,false,false,false,false
campus,6259,true,true,false,false,false,false
alumni,6260,false,true,true,true,false,false
alumni,6261,false,true,false,false,false,false
campus,6262,true,true,false,false,false,false
campus,6263,true,true,false,false,false,false
campus,6264,false,true,true,false,false,false
alumni,6265,false,true,false,false,true,true
alumni,6266,false,true,true,true,false,true
alumni,6267,false,true,false,false,false,false
campus,6268,true,true,false,false,false,false
alumni,6269,false,true,true,true,false,true
campus,6270,true,true,false,false,false,false
campus,6271,true,true,false,false,false,false
alumni,6272,false,true,true,false,false,true
alumni,6273,false,true,true,true,false,false
alumni,6274,false,true,true,true,false,true
alumni,6275,false,true,true,true,false,false
campus,6276,true,false,false,false,true,true
alumni,6277,false,true,true,true,false,true
campus,6278,true,true,false,false,false,false
alumni,6279,false,true,true,true,false,false
campus,6280,true,true,false,false,false,false
campus,6281,true,true,false,false,true,true
campus,6282,true,true,false,false,false,false
campus,6283,true,true,false,false,false,false
alumni,6284,false,true,true,true,false,false
alumni,6285,false,true,true,true,false,true
campus,6286,false,true,true,false,false,false
alumni,6287,false,true,true,true,false,false
campus,6288,true,true,false,false,false,false
campus,6289,true,true,true,true,false,false
campus,6290,true,true,false,false,false,false
campus,6291,true,true,false,false,false,false
campus,6292,true,true,false,false,false,false
alumni,6293,false,true,false,false,false,true
campus,6294,true,true,false,false,false,false
campus,6295,true,true,false,false,false,true
campus,6296,true,true,false,false,false,false
campus,6297,true,true,false,false,false,false
campus,6298,true,true,false,false,false,false
campus,6299,true,true,false,false,false,false
campus,6300,false,false,false,false,true,false
campus,6301,false,false,false,false,true,false
campus,6302,true,true,false,false,false,false
campus,6303,true,true,false,false,false,false
campus,6304,true,true,false,false,false,false
campus,6305,true,true,false,false,false,false
campus,6306,false,true,true,true,false,false
campus,6307,false,true,false,false,false,false
campus,6308,true,true,false,false,false,false
campus,6309,true,true,false,false,false,false
campus,6310,false,false,false,false,true,true
campus,6311,true,true,true,false,false,false
campus,6312,true,true,false,false,false,false
alumni,6313,false,true,false,false,false,true
alumni,6316,false,true,true,true,false,true
alumni,6317,false,true,true,true,false,true
alumni,6318,false,true,true,true,false,true
campus,6319,true,true,true,true,false,false
alumni,6320,false,true,false,false,false,false
alumni,6321,false,true,true,false,false,false
campus,6322,false,false,true,true,false,false
alumni,6323,false,true,false,false,false,false
alumni,6324,false,true,true,true,false,false
campus,6325,true,true,false,false,false,false
alumni,6326,false,true,false,false,false,false
alumni,6327,false,true,true,true,false,true
alumni,6328,false,true,false,false,false,false
alumni,6329,false,true,true,false,false,true
campus,6330,true,true,false,false,false,false
campus,6331,true,true,false,false,false,false
campus,6332,true,true,false,false,false,false
campus,6333,false,true,false,false,false,false
campus,6334,true,true,false,false,false,false
campus,6335,true,true,true,true,false,false
campus,6336,true,true,false,false,true,true
campus,6337,true,true,false,false,false,false
campus,6338,true,true,false,false,false,false
campus,6339,false,false,false,false,true,true
campus,6340,true,true,false,false,false,false
alumni,6341,false,true,true,true,false,false
campus,6342,true,true,false,false,false,false
campus,6343,true,true,true,true,false,false
campus,6344,true,true,false,false,false,false
campus,6345,true,true,false,false,false,false
campus,6346,true,true,false,false,false,false
alumni,6347,false,true,false,false,false,false
alumni,6348,false,true,false,false,false,true
campus,6349,true,true,false,false,false,false
campus,6350,false,false,false,false,true,false
campus,6351,true,true,false,false,false,false
alumni,6352,false,true,true,true,false,true
alumni,6353,false,true,false,false,false,false
campus,6354,true,true,false,false,false,false
campus,6355,true,true,false,false,false,false
alumni,6356,false,true,false,false,false,false
campus,6357,true,true,false,false,false,false
alumni,6358,false,true,true,false,false,false
alumni,6359,false,true,true,true,false,true
campus,6360,true,true,false,false,false,false
campus,6361,true,true,false,false,false,false
campus,6362,true,true,false,false,false,false
campus,6363,true,true,false,false,false,false
alumni,6364,false,true,false,false,false,true
campus,6365,true,true,false,false,false,false
alumni,6366,false,true,true,false,false,true
campus,6367,false,false,false,false,true,false
campus,6368,false,false,true,true,false,false
campus,6369,true,true,true,true,false,false
alumni,6370,false,true,false,false,true,true
alumni,6371,false,true,true,true,false,true
campus,6372,true,true,false,false,false,false
campus,6373,true,true,false,false,false,false
campus,6374,true,true,true,true,false,false
campus,6375,true,true,false,false,false,false
alumni,6376,false,true,true,true,false,false
campus,6377,false,false,false,false,true,false
campus,6378,true,true,false,false,false,false
campus,6379,false,false,false,false,true,false
campus,6380,true,true,false,false,false,false
alumni,6381,false,true,true,false,false,true
campus,6382,true,true,false,false,false,false
campus,6383,true,true,false,false,false,false
campus,6384,true,true,true,true,false,false
alumni,6385,false,true,true,false,false,true
campus,6386,true,true,false,false,false,false
alumni,6387,false,true,true,true,false,true
alumni,6388,false,true,true,false,false,false
campus,6389,true,true,false,false,false,false
alumni,6390,false,true,true,true,false,false
alumni,6391,false,true,false,false,false,false
alumni,6392,false,true,true,true,false,true
campus,6393,true,true,false,false,false,false
campus,6394,true,true,false,false,false,false
alumni,6395,false,true,true,true,false,true
campus,6396,true,true,false,false,false,false
campus,6397,true,true,false,false,false,false
campus,6398,true,true,true,true,false,false
campus,6399,true,true,false,false,false,false
campus,6400,true,true,false,false,false,false
campus,6401,true,true,false,false,false,false
campus,6402,true,true,false,false,false,false
campus,6403,true,true,false,false,false,false
campus,6404,true,true,true,false,false,false
alumni,6405,false,true,true,false,false,false
campus,6406,true,true,true,true,false,false
campus,6407,true,true,false,false,false,false
campus,6408,true,true,false,false,false,false
campus,6409,true,true,true,false,false,false
alumni,6410,false,true,false,false,false,true
alumni,6411,false,true,true,true,false,false
alumni,6412,false,true,false,false,false,true
alumni,6413,false,true,true,true,false,true
campus,6414,false,false,false,false,true,false
alumni,6415,false,true,true,true,false,true
campus,6416,false,false,false,false,true,false
campus,6417,true,true,false,false,false,false
alumni,6418,false,true,true,false,false,true
alumni,6419,false,true,false,false,false,false
campus,6420,true,true,true,true,false,false
alumni,6421,false,true,true,true,false,true
alumni,6422,false,true,false,false,false,false
campus,6423,true,true,false,false,false,false
alumni,6424,false,true,false,false,false,false
campus,6425,false,false,false,false,true,false
alumni,6426,false,true,false,false,false,false
alumni,6427,false,true,false,false,false,false
campus,6428,true,true,false,false,false,false
campus,6429,true,true,false,false,false,false
alumni,6430,false,true,false,false,false,false
alumni,6431,false,true,false,false,false,true
alumni,6432,false,true,false,false,false,false
alumni,6433,false,true,false,false,false,true
campus,6434,true,true,false,false,false,false
alumni,6435,false,true,true,true,false,false
campus,6436,true,true,true,true,false,false
alumni,6437,false,true,true,false,false,true
campus,6438,true,true,true,true,false,false
alumni,6439,false,true,true,false,false,false
campus,6440,true,true,false,false,false,false
alumni,6441,false,true,false,false,false,false
alumni,6442,false,true,false,false,false,false
alumni,6443,false,true,true,true,false,false
alumni,6444,false,true,true,true,false,false
campus,6445,true,true,false,false,false,false
alumni,6446,false,true,true,true,false,false
campus,6447,true,true,false,false,false,false
campus,6448,true,true,true,false,false,false
campus,6449,true,true,false,false,false,false
campus,6450,true,true,false,false,false,false
alumni,6451,false,true,true,true,false,true
campus,6452,true,true,false,false,false,false
campus,6453,true,true,true,false,false,false
campus,6454,true,true,false,false,false,false
alumni,6455,false,true,false,false,false,false
alumni,6456,false,true,false,false,false,true
campus,6457,true,true,false,false,false,false
campus,6458,false,false,false,false,true,false
campus,6459,false,false,false,false,true,false
campus,6460,false,false,false,false,true,false
campus,6461,true,true,false,false,false,false
campus,6462,false,true,false,false,false,false
campus,6463,false,true,false,false,false,false
campus,6464,false,false,false,false,true,false
campus,6465,true,true,false,false,false,false
campus,6466,true,true,false,false,false,false
campus,6467,false,false,false,false,true,false
campus,6468,true,false,false,false,false,false
campus,6469,true,false,false,false,true,true
campus,6470,true,true,false,false,false,false
campus,6471,true,true,false,false,false,false
campus,6472,false,false,false,false,true,true
campus,6473,true,false,false,false,true,true
campus,6474,false,true,false,false,false,true
campus,6475,true,false,false,false,true,false
campus,6476,false,false,false,false,false,true
campus,6477,false,false,false,false,true,false
campus,6478,false,false,false,false,true,false
campus,6479,true,true,false,false,false,false
campus,6480,true,true,false,false,false,false
campus,6481,true,true,false,false,false,false
campus,6482,false,false,false,false,true,true
campus,6483,true,true,false,false,false,false
campus,6484,false,false,false,false,true,true
campus,6485,true,true,false,false,false,false
campus,6486,true,true,false,false,false,true
alumni,6487,false,true,false,false,false,false
campus,6488,false,false,false,false,true,false
campus,6489,true,true,false,false,false,false
campus,6490,true,true,false,false,false,false
alumni,6491,false,true,true,false,false,true
campus,6492,true,true,false,false,false,false
campus,6493,false,false,false,false,true,true
alumni,6494,false,true,true,true,false,true
campus,6495,true,true,false,false,false,false
alumni,6496,false,true,true,true,false,true
campus,6497,true,true,true,true,false,false
alumni,6498,false,true,false,false,false,false
alumni,6499,false,true,false,false,false,false
campus,6500,false,false,false,false,true,false
campus,6501,true,true,false,false,false,false
alumni,6502,false,true,true,false,false,false
campus,6503,true,true,false,false,false,false
campus,6504,true,true,false,false,false,false
alumni,6505,false,true,false,false,false,true
campus,6506,true,true,false,false,false,false
campus,6507,true,true,false,false,false,false
campus,6508,true,true,false,false,false,false
campus,6509,true,true,false,false,false,false
campus,6510,true,true,false,false,false,false
alumni,6511,false,true,false,false,false,false
campus,6512,true,true,false,false,false,false
alumni,6513,false,true,false,false,false,false
alumni,6514,false,true,true,true,false,false
campus,6515,true,true,false,false,false,false
campus,6516,true,true,true,false,false,false
campus,6517,true,true,false,false,false,false
campus,6518,true,true,false,false,false,false
campus,6519,true,true,false,false,false,false
alumni,6520,false,true,true,true,false,true
campus,6521,false,false,false,false,false,false
campus,6522,true,true,false,false,false,false
alumni,6523,false,true,false,false,false,false
campus,6524,true,true,false,false,false,false
alumni,6525,false,true,true,true,false,false
alumni,6526,false,true,true,true,false,false
campus,6527,true,true,false,false,false,false
campus,6528,true,true,false,false,false,false
campus,6529,true,true,false,false,false,false
campus,6530,true,true,false,false,false,false
campus,6531,true,true,false,false,false,false
campus,6532,true,true,true,false,false,false
alumni,6533,false,true,false,false,false,false
campus,6534,true,true,true,false,false,false
alumni,6535,false,true,true,true,false,false
campus,6536,true,true,false,false,false,false
campus,6537,true,true,false,false,false,false
campus,6538,true,true,true,true,false,false
campus,6539,true,true,false,false,false,false
campus,6540,true,true,false,false,false,false
alumni,6541,false,true,true,false,false,true
alumni,6542,false,true,true,true,false,false
campus,6543,true,true,false,false,false,false
campus,6544,true,true,false,false,false,false
alumni,6545,false,true,false,false,false,false
alumni,6546,false,true,false,false,false,false
campus,6547,true,true,true,true,false,false
alumni,6548,false,true,false,false,true,true
alumni,6549,false,true,true,true,false,true
campus,6550,true,true,false,false,false,false
campus,6551,true,true,false,false,true,true
campus,6552,true,true,false,false,false,false
campus,6553,true,true,true,false,false,false
campus,6554,true,true,false,false,false,false
campus,6555,false,false,false,false,true,false
campus,6556,true,true,false,false,false,false
alumni,6557,false,true,true,true,false,true
alumni,6558,false,true,false,false,false,true
alumni,6559,false,true,false,false,false,true
campus,6560,true,true,false,false,false,false
campus,6561,true,true,false,false,false,false
alumni,6562,false,true,true,false,false,false
campus,6563,true,true,false,false,false,false
alumni,6564,false,true,true,false,false,true
alumni,6565,false,true,true,true,false,true
campus,6566,true,true,false,false,false,false
alumni,6567,false,true,true,true,false,false
alumni,6568,false,true,true,true,false,false
alumni,6569,false,true,true,true,false,true
alumni,6570,false,true,false,false,false,false
campus,6571,true,true,true,false,false,false
campus,6572,true,true,false,false,false,false
campus,6573,true,true,false,false,true,true
alumni,6574,false,true,false,false,false,false
campus,6575,false,false,false,false,false,false
alumni,6576,false,true,true,false,false,false
alumni,6577,false,true,false,false,false,false
campus,6578,true,false,true,true,false,false
alumni,6579,false,true,false,false,false,false
campus,6580,true,true,false,false,false,false
alumni,6581,false,true,false,false,true,true
campus,6582,true,true,false,false,false,false
campus,6583,true,true,true,true,false,false
campus,6584,true,true,false,false,false,false
alumni,6585,false,true,true,true,false,false
campus,6586,true,true,true,true,false,false
alumni,6587,false,true,true,true,false,false
alumni,6588,false,true,true,false,false,false
campus,6589,true,true,false,false,false,false
campus,6590,true,true,false,false,false,false
campus,6591,true,true,false,false,false,false
campus,6592,true,true,true,true,false,false
alumni,6593,false,true,true,false,false,true
campus,6594,true,true,false,false,false,false
campus,6595,true,true,false,false,false,false
alumni,6596,false,true,false,false,true,true
campus,6597,true,true,false,false,false,false
alumni,6598,false,true,true,true,false,false
alumni,6599,false,true,true,false,false,false
campus,6600,true,true,false,false,false,false
campus,6601,true,true,false,false,false,false
campus,6602,false,false,false,false,true,false
campus,6603,true,true,false,false,false,false
campus,6604,false,false,false,false,true,true
campus,6605,true,true,false,false,false,false
campus,6606,false,false,false,false,true,false
campus,6608,true,true,false,false,false,false
campus,6609,false,true,false,false,true,false
campus,6610,false,true,false,false,false,false
campus,6611,false,false,false,false,true,false
campus,6612,false,false,false,false,true,false
campus,6613,false,true,false,false,true,true
campus,6614,false,true,false,false,false,true
campus,6615,true,true,false,false,false,false
campus,6616,true,true,false,false,false,false
campus,6617,false,false,false,false,false,false
campus,6618,false,false,false,false,true,false
campus,6619,true,false,false,false,true,true
campus,6620,true,true,false,false,false,false
campus,6621,true,false,false,false,true,true
campus,6622,false,false,false,false,false,true
campus,6623,false,true,false,false,false,true
alumni,6624,false,true,true,true,false,false
campus,6625,true,true,false,false,true,true
alumni,6626,false,true,false,false,true,true
campus,6627,false,false,false,false,true,true
campus,6628,false,true,false,false,true,true
campus,6630,false,false,false,false,true,true
alumni,6631,false,true,false,false,true,true
campus,6633,true,true,true,true,false,false
alumni,6634,false,true,false,false,false,false
alumni,6635,false,true,true,true,false,false
alumni,6636,false,true,true,true,false,false
alumni,6637,false,true,true,false,false,false
campus,6638,true,true,true,true,false,false
alumni,6639,false,true,true,true,false,true
alumni,6640,false,true,true,true,false,false
campus,6641,true,true,false,false,false,false
alumni,6642,false,true,false,false,false,true
campus,6643,true,true,false,false,false,false
alumni,6644,false,true,true,true,false,true
alumni,6645,false,true,true,true,false,true
campus,6646,true,true,false,false,false,false
alumni,6647,false,true,true,true,false,true
campus,6648,true,true,false,false,false,false
campus,6649,true,true,false,false,false,false
campus,6650,true,true,false,false,false,false
campus,6651,true,true,false,false,false,false
campus,6652,false,false,false,false,true,false
campus,6653,true,true,false,false,false,false
campus,6654,true,true,true,false,false,false
campus,6655,true,true,false,false,false,false
